alpha,free_energy
0.0,-3.5310242469692907
4.081632653061225,-3.072052421942976
8.16326530612245,-2.43048502473938
12.244897959183675,-2.02589978012598
16.3265306122449,-1.7382325623605994
20.408163265306122,-1.515089261792542
24.48979591836735,-1.3327677092311534
28.571428571428573,-1.178617029475341
32.6530612244898,-1.0450856368520245
36.734693877551024,-0.9273026011956617
40.816326530612244,-0.8219420855378352
44.89795918367347,-0.7266319057335106
48.9795918367347,-0.6396205287438802
53.06122448979592,-0.5595778210703445
57.142857142857146,-0.48546984891662237
61.224489795918366,-0.41647697742967077
65.3061224489796,-0.3519384562921002
69.38775510204081,-0.29131383447566417
73.46938775510205,-0.23415542063571684
77.55102040816327,-0.18008819936543868
81.63265306122449,-0.12879490497788876
85.71428571428572,-0.08000474080845753
89.79591836734694,-0.03348472517356515
93.87755102040816,0.010967037397269652
97.9591836734694,0.053526651816067014
102.04081632653062,0.09434864633632091
106.12244897959184,0.13356935948960125
110.20408163265306,0.17130968747244946
114.28571428571429,0.20767733164332344
118.36734693877551,0.24276865145459411
122.44897959183673,0.2766702031302746
126.53061224489797,0.3094600259532669
130.6122448979592,0.3412087242678458
134.69387755102042,0.37198038293459956
138.77551020408163,0.40183334608428134
142.85714285714286,0.4308208829575383
146.9387755102041,0.4589917599242305
151.0204081632653,0.48639073411234274
155.10204081632654,0.5130589811945042
159.18367346938777,0.5390344675977646
163.26530612244898,0.5643522755820549
167.3469387755102,0.5890448881724268
171.42857142857144,0.6131424397514895
175.51020408163265,0.6366729371616797
179.59183673469389,0.65966245538638
183.67346938775512,0.6821353112384403
187.75510204081633,0.7041142179572154
191.83673469387756,0.7256204231781755
195.9183673469388,0.7466738323760083
200.0,0.7672931195787479
