alpha,free_energy
0.0,25.921408811451567
4.081632653061225,26.98886431052511
8.16326530612245,22.295615930910635
12.244897959183675,19.137425481810663
16.3265306122449,17.01608934313992
20.408163265306122,15.489367397694874
24.48979591836735,14.330622067653074
28.571428571428573,13.416010278161213
32.6530612244898,12.672402758141633
36.734693877551024,12.05373813615023
40.816326530612244,11.529474483204417
44.89795918367347,11.078494802610908
48.9795918367347,10.685694510227627
53.06122448979592,10.339951642347819
57.142857142857146,10.032883008450282
61.224489795918366,9.758036310013773
65.3061224489796,9.510356142140814
69.38775510204081,9.285820445564724
73.46938775510205,9.081184998461563
77.55102040816327,8.893800976659504
81.63265306122449,8.721482436762695
85.71428571428572,8.562407803741078
89.79591836734694,8.415045693855538
93.87755102040816,8.27809800603114
97.9591836734694,8.150457487162372
102.04081632653062,8.031171858962706
106.12244897959184,7.919418588782874
110.20408163265306,7.8144819274629365
114.28571428571429,7.715736953526
118.36734693877551,7.62263445527042
122.44897959183673,7.534690305987747
126.53061224489797,7.451475373760437
130.6122448979592,7.372608182514832
134.69387755102042,7.297748180508638
138.77551020408163,7.2265904193833554
142.85714285714286,7.158860856714621
146.9387755102041,7.0943125137926355
151.0204081632653,7.032722152655078
155.10204081632654,6.973887435636416
159.18367346938777,6.917624530109456
163.26530612244898,6.863765918045061
167.3469387755102,6.812158760929364
171.42857142857144,6.7626631134460204
175.51020408163265,6.715150205646276
179.59183673469389,6.66950284879811
183.67346938775512,6.625613059462752
187.75510204081633,6.583379601384847
191.83673469387756,6.542710453528508
195.9183673469388,6.503520024787805
200.0,6.465729071595046
