alpha,free_energy
0.0,25.921408811451567
0.40816326530612246,26.11817777652699
0.8163265306122449,26.625118510104123
1.2244897959183674,27.24653834450638
1.6326530612244898,27.785448359955634
2.0408163265306123,28.12113169946725
2.4489795918367347,28.220208989052743
2.857142857142857,28.107569466691785
3.2653061224489797,27.83232777582866
3.673469387755102,27.445296561846
4.081632653061225,26.98886431052511
4.4897959183673475,26.494611111988696
4.8979591836734695,25.98448101216319
5.3061224489795915,25.472984255938783
5.714285714285714,24.96932440814928
6.122448979591837,24.479075808972205
6.530612244897959,24.00540814468175
6.938775510204081,23.549922879606637
7.346938775510204,23.113213425293935
7.755102040816327,22.695251936333783
8.16326530612245,22.295615930910635
8.571428571428571,21.913655106175558
8.979591836734695,21.548593605067172
9.387755102040817,21.199595244066117
9.795918367346939,20.86580620725557
10.204081632653061,20.546382735867766
10.612244897959183,20.240506183317613
11.020408163265307,19.94739329464661
11.428571428571429,19.666301632668052
11.83673469387755,19.396530132550524
12.244897959183675,19.137425481810663
12.653061224489797,18.88836908781336
13.061224489795919,18.648788625826025
13.46938775510204,18.418148416614947
13.877551020408163,18.195949912771933
14.285714285714286,17.981727936794094
14.693877551020408,17.77504918256071
15.10204081632653,17.575509972402813
15.510204081632654,17.38273366381233
15.918367346938776,17.19636977736563
16.3265306122449,17.01608934313992
16.73469387755102,16.84158726939189
17.142857142857142,16.672577251308265
17.551020408163264,16.508791415603927
17.95918367346939,16.349979327258882
18.367346938775512,16.195906029303448
18.775510204081634,16.0463514064048
19.183673469387756,15.901108698148505
19.591836734693878,15.759983766491441
20.0,15.622794049827752
