alpha,free_energy
0.0,6.286453439170995
0.40816326530612246,6.352241309654665
0.8163265306122449,6.5238810347643685
1.2244897959183674,6.740509934708052
1.6326530612244898,6.939838538263188
2.0408163265306123,7.082353445451917
2.4489795918367347,7.155396466316265
2.857142857142857,7.164655665492386
3.2653061224489797,7.12380594010912
3.673469387755102,7.047520859916953
4.081632653061225,6.948253155546386
4.4897959183673475,6.835399289877219
4.8979591836734695,6.715577831407971
5.3061224489795915,6.593244139262798
5.714285714285714,6.4712987838439275
6.122448979591837,6.351570671663475
6.530612244897959,6.235171384817931
6.938775510204081,6.122737514149781
7.346938775510204,6.014593547821182
7.755102040816327,5.910865759837342
8.16326530612245,5.81154862714396
8.571428571428571,5.7165551977177635
8.979591836734695,5.625748433053371
9.387755102040817,5.538961759707383
9.795918367346939,5.456013050057921
10.204081632653061,5.3767141445855735
10.612244897959183,5.300876453506067
11.020408163265307,5.2283151008294
11.428571428571429,5.158851490476714
11.83673469387755,5.092314233695113
12.244897959183675,5.028541973852901
12.653061224489797,4.96737968192827
13.061224489795919,4.908683082330816
13.46938775510204,4.852315959416418
13.877551020408163,4.798150774722757
14.285714285714286,4.746067814308207
14.693877551020408,4.695955042279211
15.10204081632653,4.647707663409351
15.510204081632654,4.6012275313848985
15.918367346938776,4.556423097931506
16.3265306122449,4.513208072806242
16.73469387755102,4.47150239963362
17.142857142857142,4.431230723438462
17.551020408163264,4.392322417954099
17.95918367346939,4.354711383907658
18.367346938775512,4.318335510688707
18.775510204081634,4.283136566798226
19.183673469387756,4.24905979593777
19.591836734693878,4.216053754911258
20.0,4.184070038649255
